"strain","median.mean","median.sd","sd.mean","sd.sd","genotype","expids","treatment"
"sham.m76",1.00380674533415,0.0149458068882273,0.971129610190926,0.0157824404590825,"wt.2","6","sham"
"sham.wt",1.00337667081665,0.0168388350986159,0.986992898608157,0.0717245892391728,"BY","6","sham"
"sham.m76",1.01027817953986,0.0201761620350626,1.00065064946081,0.094395604945285,"wt.2","6","sham"
"ems.m76",0.998594991851733,0.0127194129089317,1.01297031854859,0.0568764953879596,"wt.2","6","ems"
"ems.tata",1.02269652573729,0.0160191255740793,1.14562612535387,0.0676241555308767,"wt.3","6","ems"
"ems.tata",1.00716674752651,0.0146569603796014,1.06283754166971,0.0989850990096139,"wt.3","6","ems"
"ems.m76",1.02851853980271,0.0216199763589602,1.13096314169723,0.0887072441086072,"wt.2","6","ems"
"ems.tata",1.00631982527523,0.022562557966961,1.00290077551055,0.0545903703104633,"wt.3","6","ems"
"ems.tata",0.995119218498692,0.0251772583255881,1.02372567810578,0.0761502259245193,"wt.3","6","ems"
"ems.m76",1.01046435231958,0.0184124072310696,1.03164859759986,0.150565054536274,"wt.2","6","ems"
"sham.tata",0.993302451639657,0.0163620721860304,1.0061039557933,0.0623579091402367,"wt.3","6","sham"
"sham.wt",0.989670926127843,0.0104578508751728,1.0253299545457,0.109299609685125,"BY","6","sham"
"sham.wt",1.00436464296365,0.00753254635995913,1.07322587634893,0.0927831642796202,"BY","6","sham"
"ems.tata",1.03341413666395,0.0202933281401665,1.04224211191085,0.082155054297246,"wt.3","6","ems"
"ems.tata",1.00463757780315,0.0307974123767592,0.965326100639171,0.131215673715943,"wt.3","6","ems"
"ems.tata",0.998638178386167,0.0185474652488003,0.992972354195051,0.0856319175308392,"wt.3","6","ems"
"sham.tata",1.00309135332857,0.0068188443213869,0.986388915329311,0.0119373952794287,"wt.3","6","sham"
"sham.wt",1.00501149152673,0.00986911047072405,1.0557067462622,0.0502396175297105,"BY","6","sham"
"sham.wt",1.01042676540356,0.00617307708716178,1.03058149778279,0.0652804383878072,"BY","6","sham"
"ems.tata",0.976888238167015,0.0320947972166545,0.929958420768936,0.036206858650422,"wt.3","6","ems"
"ems.m76",1.05046742265961,0.0430066910435641,1.10152667671439,0.0485333221532317,"wt.2","6","ems"
"sham.wt",0.983998869096107,0.0262370165988844,1.03069989014744,0.073286929237903,"BY","6","sham"
"ems.m76",1.00369328206763,0.0362754876241443,1.05057315382423,0.0891836790258798,"wt.2","6","ems"
"sham.tata",1.00664000426814,0.014037914368957,1.06536162339364,0.0709980838362934,"wt.3","6","sham"
"ems.tata",1.0069368410057,0.0116969364217924,1.03482632978174,0.0512197317240519,"wt.3","6","ems"
"ems.m76",0.996220713525898,0.0130307575332377,1.0259274927905,0.126300718746857,"wt.2","6","ems"
"ems.tata",1.0103934066746,0.0128053971929366,1.0082494491655,0.055703975193677,"wt.3","6","ems"
"sham.wt",0.991773669962174,0.00812627892418612,0.995124690658391,0.0745699207813409,"BY","6","sham"
"ems.m76",0.992494461000136,0.0206719943171754,0.958351723941997,0.058012022706948,"wt.2","6","ems"
"sham.tata",1.01114258909045,0.0206326365660401,0.99567537589798,0.0962114310981532,"wt.3","6","sham"
"ems.tata",1.00834183366705,0.0235740993711256,1.02220573920315,0.0941017171810838,"wt.3","6","ems"
"ems.m76",1.0366098009664,0.0195346458438968,1.06433759462603,0.0918300388675652,"wt.2","6","ems"
"ems.tata",1.01085671611798,0.0249219443354004,0.956533197917464,0.048925344978037,"wt.3","6","ems"
"sham.m76",1.00723376106787,0.00173949391513708,1.05859355276362,0.0608032904555029,"wt.2","6","sham"
"sham.tata",1.00572719299359,0.00989545345383114,1.05393398656547,0.0709311967845127,"wt.3","6","sham"
"sham.tata",0.983029594512757,0.022822307105096,0.971003232921048,0.0585111586485234,"wt.3","6","sham"
"sham.tata",1.00954284594983,0.0221598077218157,0.999229050420417,0.112762778339721,"wt.3","6","sham"
"sham.tata",0.989743742349232,0.00443350550165851,0.924587359811798,0.0581593474507527,"wt.3","6","sham"
"ems.m76",0.973193885251129,0.0202583651292499,0.92657288423131,0.109338548657507,"wt.2","6","ems"
"sham.m76",1.00203194253658,0.0143112493488814,0.995507471370083,0.0883683322988194,"wt.2","6","sham"
"sham.tata",0.999249552646238,0.0238787520964973,0.945614537374642,0.0630767388272127,"wt.3","6","sham"
"sham.tata",1.01206913599473,0.00789524670962368,0.991127164778327,0.0587763954905982,"wt.3","6","sham"
"sham.tata",1.01159223966183,0.0292448547451833,0.995944130803917,0.116135528801637,"wt.3","6","sham"
"sham.tata",1.00490543708435,0.0141836221773679,0.950585721615937,0.0521626408684472,"wt.3","6","sham"
"ems.m76",1.00769979381144,0.0149383473063922,1.05744695328913,0.0886160649029945,"wt.2","6","ems"
"ems.m76",1.0103296074422,0.0165994489134432,0.976456258389718,0.106667755667773,"wt.2","6","ems"
"ems.tata",1.00862018234285,0.0169971003527963,1.05551920210613,0.0817251181015102,"wt.3","6","ems"
"sham.wt",0.997539659333085,0.0041650620438168,1.0389847162685,0.0749463032384017,"BY","6","sham"
"ems.m76",0.998724536953897,0.0117716121686643,1.01453102051438,0.00864889566910583,"wt.2","6","ems"
"sham.wt",0.987898504977948,0.00773192302102042,0.998585659344507,0.0780797265363297,"BY","6","sham"
"ems.m76",0.993924312675082,0.0232469404631661,0.997482859329009,0.0309597074849273,"wt.2","6","ems"
"ems.m76",1.00755380581673,0.0119388559601863,1.09432038491505,0.0996086748903339,"wt.2","6","ems"
"ems.m76",0.979101062588573,0.0509657337879425,0.923741882167579,0.152134516330156,"wt.2","6","ems"
"sham.wt",0.975856600431259,0.0316629611781022,0.931088661988399,0.103113427929162,"BY","6","sham"
"ems.m76",1.01649187532054,0.0115394513095439,0.998718653282007,0.0772704702877676,"wt.2","6","ems"
"sham.wt",1.00513708080103,0.00914224507600173,1.00126392526783,0.0431948204456945,"BY","6","sham"
"ems.m76",1.00839581830628,0.0358195946835654,1.01665682747171,0.117673229685087,"wt.2","6","ems"
"ems.m76",0.97322725935541,0.0142894681814969,0.940072892165622,0.124877165411157,"wt.2","6","ems"
"ems.m76",0.989714075181797,0.0270531668556365,1.0326840547911,0.0874776082833232,"wt.2","6","ems"
"ems.tata",0.987545467698571,0.048258007397996,0.892601107435469,0.130510008112623,"wt.3","6","ems"
"ems.m76",0.994508174148543,0.0171301484080617,0.927933727367691,0.0857993349528658,"wt.2","6","ems"
"sham.tata",0.988665103877665,0.0369645311160813,1.07796472110727,0.11716642347061,"wt.3","6","sham"
"ems.m76",0.990226354371017,0.0296846124274653,0.934592961491558,0.18008271369378,"wt.2","6","ems"
"sham.m76",1.00225468390884,0.0362247887191122,1.04231418609501,0.115707445449062,"wt.2","6","sham"
"ems.m76",0.997702283288109,0.0156583386956204,0.965048670329488,0.0457556572802308,"wt.2","6","ems"
"ems.tata",0.976780594097496,0.0168656812804458,0.941769520818252,0.0822764379952253,"wt.3","6","ems"
"ems.m76",1.00727885770417,0.0158102305046063,1.04564854532893,0.0604154849701047,"wt.2","6","ems"
"sham.tata",0.993516393231615,0.0116193867664862,0.987668666753364,0.0447456071406685,"wt.3","6","sham"
"sham.m76",1.00215684813287,0.0190793263073699,1.00020290097329,0.0853350287855945,"wt.2","6","sham"
"sham.tata",0.990963550996019,0.0144572638798316,1.03397489297501,0.131150390618812,"wt.3","6","sham"
"sham.wt",0.968825211972336,0.0118578475221825,1.00225253010767,0.0538588194072675,"BY","6","sham"
"sham.m76",0.979521384852143,0.0107764417978537,0.973752359601002,0.0595800406337851,"wt.2","6","sham"
"sham.tata",0.979719585303592,0.0108360641843314,0.995693096027806,0.0441766653251196,"wt.3","6","sham"
"ems.tata",0.987318329833038,0.00781426701130237,0.962205008666506,0.0294070144944464,"wt.3","6","ems"
"sham.wt",0.994844350247298,0.0100597816929013,1.05714339228623,0.100059135592285,"BY","6","sham"
"sham.tata",0.990327941716227,0.0058955054906119,1.02170595167646,0.061605595688661,"wt.3","6","sham"
"sham.wt",0.985844047602449,0.0261319819810109,1.02591293506891,0.0944993664952478,"BY","6","sham"
"sham.tata",0.997004833917351,0.0147011460070229,1.01188748535648,0.115813127209893,"wt.3","6","sham"
"sham.wt",0.956389943612473,0.0271281206050764,1.04130502335292,0.085713011732608,"BY","6","sham"
"sham.m76",0.981516856099911,0.0189344043365249,0.981516410778299,0.0275455555196124,"wt.2","6","sham"
"sham.tata",0.98191833510514,0.0192464317249427,1.05138918253471,0.0635954158636721,"wt.3","6","sham"
"ems.tata",0.985496673077909,0.0125894897183027,1.00607969574814,0.054195879195364,"wt.3","6","ems"
"sham.wt",0.979681909051161,0.00684144806206135,1.03468318531353,0.060373680374225,"BY","6","sham"
"sham.tata",0.982338727756751,0.00730485800095271,1.00862970301817,0.0681299310711228,"wt.3","6","sham"
"sham.wt",0.987720761179702,0.0246892790349986,1.00970005666773,0.0946116726911361,"BY","6","sham"
"ems.tata",0.985543919667255,0.0141509029267714,0.936691117235454,0.016914139473189,"wt.3","6","ems"
"sham.m76",0.994009602227467,0.0130555250636915,0.993797907988699,0.0803480166552728,"wt.2","6","sham"
"ems.m76",1.00286601553117,0.0223049833234826,1.02694097157571,0.083525928098319,"wt.2","6","ems"
"sham.m76",0.990284787028494,0.0259275014495983,1.01089684576867,0.130448507424953,"wt.2","6","sham"
"ems.m76",0.984013473801959,0.011904981008138,0.954149665655632,0.0527547130507326,"wt.2","6","ems"
"ems.m76",0.97492850992104,0.00367145271795356,0.918086339969928,0.0938747549296423,"wt.2","6","ems"
"sham.tata",0.989156597171526,0.0162307967608735,0.924447178347961,0.0892388800223192,"wt.3","6","sham"
"ems.m76",0.987904904448821,0.0145448581550834,0.987138994122028,0.0550764762422868,"wt.2","6","ems"
"ems.tata",0.971978873096143,0.0526420086308493,0.781264003735878,0.0890635402692955,"wt.3","6","ems"
"sham.m76",0.976787459727058,0.022049977198681,0.902659275884699,0.112434463729404,"wt.2","6","sham"
"ems.m76",0.966998818585315,0.00968261584199768,0.90839212035022,0.0860577493232639,"wt.2","6","ems"
"sham.m76",0.992848979583437,0.0176021710901567,0.983850881621011,0.0341329298990775,"wt.2","6","sham"
"ems.m76",0.979503343308629,0.0129120820891428,0.970110493018293,0.111536550241027,"wt.2","6","ems"
"sham.tata",0.959355187971979,0.0263520491662872,0.817977409579472,0.0709044767318527,"wt.3","6","sham"
"sham.tata",0.975069804148642,0.0149589577309423,1.07332925015626,0.0551204334579891,"wt.3","6","sham"
"ems.tata",1.00071833486803,0.0171259568670812,1.10266888535221,0.0833754865573741,"wt.3","6","ems"
"sham.wt",1.00304246262817,0.0323569522599755,1.1208641496504,0.0851507970097932,"BY","6","sham"
"sham.tata",0.990850922400977,0.00497777334039901,1.04367602794352,0.0967205531792846,"wt.3","6","sham"
"ems.m76",0.999558969958415,0.00337121430477809,1.02307794220672,0.0995638662389179,"wt.2","6","ems"
"ems.tata",0.959968776573381,0.023811856996612,0.777770732195671,0.0267788571039883,"wt.3","6","ems"
"sham.tata",1.00236372271078,0.0198898379576822,1.00764339426665,0.100574956285555,"wt.3","6","sham"
"ems.m76",1.04843587411554,0.0338200457740758,0.973067909215448,0.0651230083244019,"wt.2","6","ems"
"ems.tata",0.986729639155175,0.0218135819211595,1.03077148782838,0.049849100140799,"wt.3","6","ems"
"sham.wt",0.990928848183848,0.00769784779553623,1.01237575993617,0.0161870521971873,"BY","6","sham"
"sham.wt",0.995644698227923,0.0120426797242303,1.01290247434171,0.0878265150800577,"BY","6","sham"
"sham.tata",0.999851121968529,0.00585075378658243,0.961259803289832,0.0582878974372555,"wt.3","6","sham"
"ems.tata",0.973963141141227,0.0224604146849658,1.00084707507522,0.110537286551608,"wt.3","6","ems"
"sham.tata",0.994695641588232,0.020409750105619,1.01947968857015,0.0539509034696784,"wt.3","6","sham"
"ems.m76",0.995335207718189,0.0241196734427476,1.05174447155052,0.125886771187093,"wt.2","6","ems"
"ems.m76",0.957216389550139,0.00960429980816005,1.05532392468595,0.102536753737759,"wt.2","6","ems"
"sham.m76",0.991855973602302,0.0158108658728449,0.999065883971233,0.0369617736607221,"wt.2","6","sham"
"sham.tata",0.98977913754906,0.0240755861396063,1.02159758527347,0.15381068546448,"wt.3","6","sham"
"sham.m76",0.987485749807998,0.00497007659222183,0.977679903285563,0.0633645760438743,"wt.2","6","sham"
"sham.wt",0.993190073536852,0.00708099389034531,0.988544554070945,0.0540719124480967,"BY","6","sham"
"ems.m76",1.07770166849934,0.0296343580079238,1.05189637590829,0.0507191651270517,"wt.2","6","ems"
"sham.tata",0.988101575420379,0.0126724006357438,1.04934340268049,0.0736622443232025,"wt.3","6","sham"
"ems.m76",1.00345309213142,0.0292512567084317,1.03348070190766,0.0958102176926228,"wt.2","6","ems"
"ems.m76",0.993266895989136,0.00625188632841282,0.977129140246471,0.040250188708182,"wt.2","6","ems"
"sham.m76",0.989073712965581,0.00956692979958178,0.927058982136772,0.0245315299039768,"wt.2","6","sham"
"sham.tata",0.992348488794466,0.0302975345941755,1.00341396255581,0.113880785923551,"wt.3","6","sham"
"sham.wt",0.959566983180389,0.018490739363735,1.04364083223846,0.0394213296531095,"BY","6","sham"
"ems.m76",1.00416019490901,0.0148222269980209,0.980884661122378,0.0541524282172083,"wt.2","6","ems"
"ems.m76",0.984628505578141,0.00710402350516897,1.00328963016042,0.0299054888146432,"wt.2","6","ems"
"ems.m76",0.997962623308989,0.0210954992403026,0.966891661782705,0.101474645964081,"wt.2","6","ems"
"sham.wt",0.989141971367468,0.0134590877090226,0.97870296347388,0.0924715516028812,"BY","6","sham"
"sham.m76",0.98388120844622,0.0102691735184554,0.98809299395151,0.0870185595925506,"wt.2","6","sham"
"ems.tata",0.989232985812114,0.0158974923833358,0.991495792594569,0.0399790877242777,"wt.3","6","ems"
"ems.tata",0.999928601664395,0.007959482919125,0.950216262456705,0.0551025550848494,"wt.3","6","ems"
"ems.m76",1.01278358349548,0.0185664065148226,0.921980552749389,0.0803156564468202,"wt.2","6","ems"
"ems.m76",0.992294210488769,0.0251060470722779,0.968538986432943,0.135854562661867,"wt.2","6","ems"
"sham.wt",0.983168001788013,0.014764753845547,0.914527859061274,0.0498572887370138,"BY","6","sham"
"sham.m76",0.986380679517176,0.0113043132826675,0.9809656066745,0.0975819943502411,"wt.2","6","sham"
"ems.tata",0.977843321138007,0.0160185628881287,0.959528838872334,0.0413566042341904,"wt.3","6","ems"
"ems.tata",1.00421213904341,0.00591967439452537,0.977744308716737,0.0294449285499817,"wt.3","6","ems"
"sham.m76",1.02138317126748,0.035427401232669,1.11223695483436,0.11223996475831,"wt.2","6","sham"
"ems.m76",0.940083091589463,0.0421145251362576,1.01534659852426,0.132468233557611,"wt.2","6","ems"
"ems.tata",0.999686312707775,0.0539201890206798,1.03656410015923,0.184627954278805,"wt.3","6","ems"
"ems.tata",1.00562010466241,0.0436586726122918,1.02572150843739,0.165527065356265,"wt.3","6","ems"
"sham.m76",1.00483687773559,0.0104520593138865,1.01546759403583,0.110263498226705,"wt.2","6","sham"
"ems.m76",1.02412036777295,0.016789044024308,0.912812326526157,0.104615141020115,"wt.2","6","ems"
"ems.tata",0.981901538466163,0.0139858127177524,0.92652618718875,0.092427062976817,"wt.3","6","ems"
"ems.m76",1.09562706509399,0.0298261027045223,1.08554249843536,0.0565349326818023,"wt.2","6","ems"
"ems.tata",0.963533201474215,0.0246942418622977,0.996374568762639,0.0905706784626896,"wt.3","6","ems"
"ems.tata",1.00048851702779,0.0154669752264811,0.875450036412735,0.0650046579278848,"wt.3","6","ems"
"ems.tata",0.999364340315561,0.0694859866544714,0.951106678232748,0.0886974085863951,"wt.3","6","ems"
"sham.tata",0.989728880049749,0.0156023877639015,0.998942027194257,0.0816082339948221,"wt.3","6","sham"
"ems.tata",0.98568476204717,0.00866515383898463,0.991232708027146,0.057448578271389,"wt.3","6","ems"
"ems.tata",0.993686817247939,0.0330815728787371,1.08373477709425,0.146831802472787,"wt.3","6","ems"
"ems.tata",1.00449280157279,0.0291360780222429,0.93716064506808,0.137306543855115,"wt.3","6","ems"
"sham.wt",1.00046994063123,0.0152733901845649,1.07308532575136,0.0392138503749568,"BY","6","sham"
"sham.m76",0.992132301357784,0.0131127210119279,1.03153756096013,0.0721777571458653,"wt.2","6","sham"
"sham.tata",0.991053317180729,0.0229370916931921,0.961198518715001,0.037674229512561,"wt.3","6","sham"
"ems.tata",0.987412571323296,0.0159408369715318,1.0070491417855,0.0720507922260032,"wt.3","6","ems"
"ems.tata",0.988338825841781,0.0394212540061006,0.907511687410356,0.100583395985599,"wt.3","6","ems"
"sham.wt",0.997638469883203,0.0146322792075459,1.00130735409609,0.0249849465107311,"BY","6","sham"
"sham.m76",0.996984139418993,0.0192305992348876,0.96979757011817,0.00977269498405043,"wt.2","6","sham"
"ems.tata",1.01092564760635,0.0136030840932713,0.997902488440998,0.019993751857627,"wt.3","6","ems"
"sham.wt",0.971222660058721,0.00903332556382554,1.01241719429975,0.075610128242295,"BY","6","sham"
"ems.tata",1.00056127051089,0.0282854431052174,1.03714650349581,0.0751718652748238,"wt.3","6","ems"
"ems.m76",1.00811635428509,0.0203590743074207,1.13410637436659,0.10381228088565,"wt.2","6","ems"
"ems.tata",0.986619077241263,0.0332951753738214,1.02394595179134,0.181319851907856,"wt.3","6","ems"
"ems.m76",1.01366575357557,0.00809810645816986,1.09856511231958,0.105564506683423,"wt.2","6","ems"
"sham.tata",0.988519392415056,0.00739890621348215,0.974615538273782,0.0454755252923447,"wt.3","6","sham"
"ems.m76",0.988867037931421,0.0164100129017431,0.945885455817902,0.171534291272059,"wt.2","6","ems"
"sham.wt",0.99995696889028,0.00495760849867559,1.09160687361087,0.0544384658300586,"BY","6","sham"
"ems.tata",0.955677641982847,0.0103705446762223,1.01522238253263,0.0367301208935009,"wt.3","6","ems"
"ems.m76",0.983172953002941,0.0201127915948651,0.969226570821826,0.0586106544192395,"wt.2","6","ems"
"ems.tata",0.987824615832721,0.0186187618188511,0.991221838290116,0.164385189996503,"wt.3","6","ems"
"ems.m76",0.981280676984335,0.0185712288857,0.928601154624678,0.0285137825972795,"wt.2","6","ems"
"sham.tata",1.00738394009108,0.00339419752749369,1.02503978432293,0.101523402000865,"wt.3","6","sham"
"sham.wt",0.971154471282468,0.0199738459874449,0.884977321090317,0.0462739781770681,"BY","6","sham"
"sham.wt",1.00393398613738,0.0173927224066127,1.05307565172974,0.178311849357003,"BY","6","sham"
"ems.tata",0.971977644325353,0.0180951627673113,0.877536334907643,0.0894448801901324,"wt.3","6","ems"
"ems.tata",0.996439274694573,0.01401236552403,0.956518559133293,0.0433052441326455,"wt.3","6","ems"
"sham.m76",0.988027467343235,0.0105718115537741,0.977058408065019,0.0193503121955936,"wt.2","6","sham"
"ems.tata",1.07513522511407,0.025072481333714,0.675222467496029,0.0762003905481002,"wt.3","6","ems"
"sham.tata",1.00936837729929,0.00773990445977039,1.02379290968384,0.0633970729448997,"wt.3","6","sham"
"sham.wt",1.00379194835972,0.0201290927726726,0.960398891551925,0.0851246684308678,"BY","6","sham"
"ems.tata",0.998380872174861,0.0384490650650929,1.14293398830262,0.164157294462898,"wt.3","6","ems"
"sham.wt",1.00492807832818,0.0122812355019382,1.02150416774136,0.0916562995681768,"BY","6","sham"
"ems.tata",1.00970605881321,0.0190459427548308,1.04844389524525,0.114566872409451,"wt.3","6","ems"
"sham.m76",1.01182170959857,0.0353248515747764,1.05163891073768,0.143809291585992,"wt.2","6","sham"
"ems.tata",1.00869774241369,0.0117829599237227,1.0314868174633,0.0418921158254211,"wt.3","6","ems"
"sham.tata",1.01703851537647,0.0286412932699994,0.956481511816859,0.0310589307370824,"wt.3","6","sham"
"ems.tata",1.01172187924291,0.0341505530191757,0.89968575962158,0.116285596670697,"wt.3","6","ems"
"ems.m76",1.0015158071331,0.0159292288503505,1.02561578326307,0.0817406324943218,"wt.2","6","ems"
"ems.m76",0.988966228446911,0.0210105594347278,1.01655261414151,0.0356691972948627,"wt.2","6","ems"
"ems.tata",1.00097354088784,0.00500921690111043,0.951101873222518,0.0761404358529108,"wt.3","6","ems"
"ems.tata",1.00953213228233,0.00606104177008604,1.02748338130001,0.0896928172755045,"wt.3","6","ems"
"ems.tata",1.02495537214243,0.036860845868948,1.07749346188854,0.122668913379028,"wt.3","6","ems"
"sham.m76",0.992047541421623,0.00973778502970308,1.0106302807844,0.0685135872098869,"wt.2","6","sham"
"ems.m76",0.995737988396993,0.00620828461312426,1.00195276656653,0.0322198145719211,"wt.2","6","ems"
"ems.m76",0.998256013958738,0.0146531961750516,1.01678995920143,0.0515317706458502,"wt.2","6","ems"
"ems.tata",0.997112930320873,0.0119083228477224,1.01884332174752,0.0583348998893435,"wt.3","6","ems"
"ems.tata",1.0277509306293,0.0179450540051655,1.02874708715498,0.049054967439979,"wt.3","6","ems"
"ems.tata",0.994066041340751,0.00755729171545082,0.980333371867268,0.0208940147547595,"wt.3","6","ems"
"ems.tata",0.985080568832514,0.012955951018386,0.950792407118723,0.0910714417406796,"wt.3","6","ems"
"sham.m76",0.986470792826771,0.0120700059708264,0.922940531180141,0.0734109760695659,"wt.2","6","sham"
"ems.m76",0.993569762205714,0.0216874329660909,1.19744399202552,0.144428079229448,"wt.2","6","ems"
"sham.m76",0.987650925716763,0.0175389048675497,0.910016611444982,0.0987199181808342,"wt.2","6","sham"
"sham.tata",0.999670056721069,0.00308879734940133,0.959039376542628,0.0568445838415546,"wt.3","6","sham"
"sham.wt",0.999268345287209,0.0199132995661899,0.978864760398306,0.0902037550571347,"BY","6","sham"
"ems.tata",0.993118298084486,0.0355338099877078,0.802564033144276,0.10584618806169,"wt.3","6","ems"
"sham.wt",0.975576415968282,0.0203876340957135,0.933237065900809,0.0946888909106104,"BY","6","sham"
"sham.wt",1.00305404819991,0.00747400619786788,0.948767060680256,0.0592150449652742,"BY","6","sham"
"ems.m76",1.0422298479177,0.029431000780974,0.964019937173443,0.146335102642867,"wt.2","6","ems"
"sham.m76",1.02260923347264,0.0523692830688248,1.03716453855307,0.232650932141136,"wt.2","6","sham"
"sham.tata",0.998159870566337,0.0125000657613014,0.913712093044162,0.0658093564235387,"wt.3","6","sham"
"sham.wt",0.999311210188995,0.00450936210274391,0.954107180807861,0.0316042163648118,"BY","6","sham"
"sham.wt",0.998279557873634,0.0329501891395172,1.05237557610634,0.149698376240228,"BY","6","sham"
"sham.wt",0.962375601986498,0.0208504101070146,0.955807097116744,0.162376562405879,"BY","6","sham"
"ems.m76",1.00930110199465,0.0114217056252602,0.948510232911546,0.131716252884067,"wt.2","6","ems"
"ems.m76",0.987390647882893,0.0164366188773353,1.01069977901698,0.0383410170809207,"wt.2","6","ems"
"ems.tata",1.00495675690051,0.0115316093714964,0.917434903676965,0.0202143867429749,"wt.3","6","ems"
"sham.tata",1.00432949833717,0.0040706842013458,1.00293148498273,0.0467950642971552,"wt.3","6","sham"
"ems.tata",1.0009051601344,0.0115357591640152,0.981925193069828,0.0268303242308629,"wt.3","6","ems"
"ems.m76",0.990088067478871,0.0136656435236433,0.918417603699746,0.0799750315095992,"wt.2","6","ems"
"ems.m76",1.03027106160916,0.0284710833401189,1.09432651722567,0.0793463158299402,"wt.2","6","ems"
"ems.m76",0.982352201605018,0.00441058733182592,0.934391668890814,0.0324045346528869,"wt.2","6","ems"
"sham.tata",0.999039323211047,0.00291304851833903,0.94593975808542,0.0489600589453688,"wt.3","6","sham"
"ems.m76",0.986953792592536,0.022750248978756,0.897199376812017,0.0836405826108023,"wt.2","6","ems"
"sham.tata",1.00279848747081,0.00487052660721641,0.976669172604733,0.0671063006866731,"wt.3","6","sham"
"ems.tata",0.992477895181565,0.0135975356809595,1.06107298360401,0.0831123382496635,"wt.3","6","ems"
"ems.m76",1.06174004621642,0.00791467694518279,1.11233364313905,0.042249554517926,"wt.2","6","ems"
"ems.m76",1.03580036771649,0.0100738602929488,0.912783560965714,0.0545901551890868,"wt.2","6","ems"
"ems.m76",0.98497616279024,0.00821978676781844,0.926339601813959,0.0324700645798514,"wt.2","6","ems"
"sham.tata",0.997649220495514,0.018121045472004,0.954978034340503,0.0774084957195602,"wt.3","6","sham"
"sham.tata",0.99738855685382,0.00533895528312804,0.960554845416624,0.0376960758965279,"wt.3","6","sham"
"ems.m76",0.996778066010259,0.00912548793910326,1.02629148294497,0.115122308681059,"wt.2","6","ems"
"ems.m76",0.991266570221911,0.0315241027933525,0.972383475425566,0.0836286696056533,"wt.2","6","ems"
"sham.m76",0.996334352027898,0.0125655605581357,0.982763490785236,0.0828605683793065,"wt.2","6","sham"
"sham.m76",1.00329173920585,0.013784072253972,1.00974355493775,0.0834947858611825,"wt.2","6","sham"
"sham.m76",0.993069034626467,0.00897016250541789,0.957104079886341,0.098723474862841,"wt.2","6","sham"
"sham.tata",0.990680095465113,0.0191847575819232,0.975830055137857,0.0449861588543154,"wt.3","6","sham"
"ems.tata",1.00254035964434,0.00589830558237713,1.06374218405367,0.083897775716691,"wt.3","6","ems"
"sham.tata",0.992756297535579,0.0167337612497143,1.00798124012012,0.0781264648198436,"wt.3","6","sham"
"ems.m76",0.983925188995927,0.0130746082181909,0.904150504598877,0.0443840024524987,"wt.2","6","ems"
"ems.m76",0.996206825714336,0.0140118096085883,1.09877442728512,0.0538193240447006,"wt.2","6","ems"
"sham.m76",0.996713770615897,0.00510882821489262,0.986794096625055,0.0622544208935233,"wt.2","6","sham"
"sham.m76",0.998066690287177,0.00542556045567207,1.02263349636596,0.118696748039287,"wt.2","6","sham"
"sham.m76",0.995520176465182,0.0125838034746794,0.998148528509357,0.107467168662269,"wt.2","6","sham"
"sham.tata",1.00002088953658,0.013411294165711,1.00689193597959,0.120946487303383,"wt.3","6","sham"
"ems.tata",0.984519919037012,0.01274209217647,1.00311537176979,0.038009498036354,"wt.3","6","ems"
"ems.m76",1.00287827065978,0.0101268600757434,0.949808247401287,0.0434077273891039,"wt.2","6","ems"
"ems.tata",1.00239860465817,0.0126304711219531,1.06611683955797,0.100214239027965,"wt.3","6","ems"
"sham.m76",0.994953162495881,0.0061437772058119,0.958430433680755,0.0399886883694376,"wt.2","6","sham"
"sham.tata",0.997070633454912,0.00904449997520462,1.00826862543068,0.079910180837158,"wt.3","6","sham"
"ems.tata",0.996538401057752,0.025430123141751,0.96737087756922,0.023858583563299,"wt.3","6","ems"
"sham.tata",1.00213370349527,0.0095060572300522,1.00211567779568,0.0786753036335899,"wt.3","6","sham"
"ems.tata",1.01290487938141,0.016527888928768,1.01556227670407,0.0131238052671322,"wt.3","6","ems"
"ems.m76",0.993015565290567,0.0130144849847639,0.927823481169411,0.0966056016055898,"wt.2","6","ems"
"sham.wt",1.00102733845204,0.0149221748336963,0.973778616151941,0.0174808538434147,"BY","6","sham"
"ems.tata",1.00118391905781,0.008292647747663,0.957739945396557,0.0525075262142892,"wt.3","6","ems"
"sham.tata",0.996576972544393,0.0182109271854196,0.977749367894845,0.0426690628370004,"wt.3","6","sham"
"sham.tata",1.00704954044946,0.0156407509076136,0.998414524522445,0.0597010461977613,"wt.3","6","sham"
"sham.wt",1.01079375423407,0.0430818864732476,1.03644132016311,0.180135380118432,"BY","6","sham"
"ems.m76",1.00372704325582,0.00536372282785779,0.959346334357776,0.0101383048359942,"wt.2","6","ems"
"ems.m76",0.967517169991061,0.0153598324801892,1.13081162379764,0.0682417360669099,"wt.2","6","ems"
"ems.m76",1.02136255747077,0.0297925992592114,1.07476407973568,0.0259087215966877,"wt.2","6","ems"
"ems.m76",0.992556930951606,0.0180158965328176,1.0304692795307,0.0965411067995051,"wt.2","6","ems"
"sham.wt",0.995687875170216,0.0197145196694429,0.961714099973165,0.0910864262933876,"BY","6","sham"
"ems.m76",0.982956398523037,0.012582222568243,0.784315428436612,0.0966328653152784,"wt.2","6","ems"
